CFOP;Tipo;Categoria;Descrição Resumida do CFOP;Aplicação;Início da Vigência;Fim da Vigência;Válido para NFe (indNFe);Válido para Serviços de Comunicação (indComunica);Válido para Retenção de ICMS de Transporte (indTransp);Válido para Devolução (indDevol);Válido para Retorno de Mercadorias (indRetor);Válido para Anulação de Valor (indAnula);Válido para Remessa de Mercadorias (indRemes);Válido para Operações com Combustível (indComb);Válido para NFCe;Válido para CTe;Válido para CTe OS
1.354;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.350 - Aquisições De Serviços De Transporte;1.354 - Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.355;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.350 - Aquisições De Serviços De Transporte;1.355 - Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.356;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.350 - Aquisições De Serviços De Transporte;1.356 - Aquisição de serviço de transporte por estabelecimento de produtor rural;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.360;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.350 - Aquisições De Serviços De Transporte;1.360 - Aquisição de serviço de transporte por contribuinte-substituto em relação ao serviço de transporte;Aquisição de serviço de transporte quando o adquirente for contribuinte-substituto em relação ao imposto incidente na prestação dos serviços;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.401;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.401 - Compra p/ industrialização ou produção rural de mercadoria sujeita a ST;Compra de mercadoria sujeita ao regime de substituição tributária, a ser utilizada em processo de industrialização ou produção rural, bem como compra, por estabelecimento industrial ou produtor rural de cooperativa, de mercadoria sujeita ao mencionado regime.,(DECRETO Nº 28.868, DE 31/01/2006-– Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005).;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.403;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.403 - Compra p/ comercialização em operação com mercadoria sujeita a ST;Classificam-se neste código as compras de mercadorias a serem comercializadas, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras de mercadorias sujeitas ao regime de substituição tributária em estabelecimento comercial de cooperativa.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.406;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.406 - Compra de bem p/ o ativo imobilizado cuja mercadoria está sujeita a ST;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.407;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.407 - Compra de mercadoria p/ uso ou consumo cuja mercadoria está sujeita a ST;Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.408;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.408 - Transferência p/ industrialização ou produção rural de mercadoria sujeita a ST;Mercadoria sujeita ao regime de substituição tributária, recebida em transferência de outro estabelecimento da mesma empresa, para ser industrializada ou consumida na produção rural no estabelecimento.,(DECRETO Nº 28.868, DE 31/01/2006-– Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005).;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.409;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.409 - Transferência p/ comercialização em operação com mercadoria sujeita a ST;Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas, decorrentes de operações sujeitas ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.410;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.410 - Devolução de venda de mercadoria, de produção do estabelecimento, sujeita a ST;"Devolução de produto industrializado ou produzido pelo estabelecimento, cuja saída tenha sido classificada como ""Venda de mercadoria de produção do estabelecimento sujeita ao regime de substituição tributária"".,(NR Ajuste SINIEF 05/2005) (DECRETO Nº 28.868, DE 31/01/2006-– Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005).";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.411;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.411 - Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.414;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.414 - Retorno de mercadoria de produção do estabelecimento, remetida p/ venda fora do estabelecimento, sujeita a ST;Entrada, em retorno, de produto industrializado ou produzido pelo próprio estabelecimento, remetido para venda fora do estabelecimento, inclusive por meio de veículo, sujeito ao regime de substituição tributária e não comercializado.,(NR Ajuste SINIEF 05/2005) (DECRETO Nº 28.868, DE 31/01/2006-– Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005).;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.415;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.400 - Entradas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;1.415 - Retorno de mercadoria adquirida ou recebida de terceiros, remetida p/ venda fora do estabelecimento em operação com mercadoria sujeita a ST;Classificam-se neste código as entradas, em retorno, de mercadorias adquiridas ou recebidas de terceiros remetidas para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária, e não comercializadas.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.451;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.450 - Sistemas De Integração;1.451 - Retorno de animal do estabelecimento produtor;Classificam-se neste código as entradas referentes ao retorno de animais criados pelo produtor no sistema integrado.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.452;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.450 - Sistemas De Integração;1.452 - Retorno de insumo não utilizado na produção;Classificam-se neste código o retorno de insumos não utilizados pelo produtor na criação de animais pelo sistema integrado.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.501;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.500 - Entradas De Mercadorias Remetidas Para Formação De Lote Ou Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);1.501 - Entrada de mercadoria recebida com fim específico de exportação;Classificam-se neste código as entradas de mercadorias em estabelecimento de trading company, empresa comercial exportadora ou outro estabelecimento do remetente, com fim específico de exportação.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.503;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.500 - Entradas De Mercadorias Remetidas Para Formação De Lote Ou Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);1.503 - Entrada decorrente de devolução de produto, de fabricação do estabelecimento, remetido com fim específico de exportação;"Devolução de produto industrializado ou produzido pelo estabelecimento, remetido a ""trading company"", a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cuja saída tenha sido classificada no código ""5.501 – Remessa de produção do estabelecimento com fim específico de exportação"".,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006).";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.504;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.500 - Entradas De Mercadorias Remetidas Para Formação De Lote Ou Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);1.504 - Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros;Devolução de mercadoria, adquirida ou recebida de terceiro, remetida a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cuja saída tenha sido classificada no código “5.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação”.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.505;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.500 - Entradas De Mercadorias Remetidas Para Formação De Lote Ou Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);1.505 - Entrada decorrente de devolução simbólica de mercadoria remetida p/ formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.;"Devolução simbólica de mercadoria remetida para formação de lote de exportação, cuja saída tenha sido classificada no código ""5.504 – Remessa de mercadoria para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento"".,(ACR Ajuste SINIEF 09/2005) (Dec.28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006).";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.506;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.500 - Entradas De Mercadorias Remetidas Para Formação De Lote Ou Com Fim Específico De Exportação E Eventuais Devoluções (Nr Ajuste SINIEF 09/2005);1.506 - Entrada decorrente de devolução simbólica de mercadoria, adquirida ou recebida de terceiros, remetida p/ formação de lote de exportação.;"Devolução simbólica de mercadoria remetida para formação de lote de exportação em armazéns alfandegados, entrepostos aduaneiros ou outros estabelecimentos que venham a ser regulamentados pela legislação tributária de cada Unidade Federada, efetuada pelo estabelecimento depositário, cuja saída tenha sido classificada no código ""5.505 – Remessa de mercadoria, adquirida ou recebida de terceiros, para formação de lote de exportação"".,(ACR Ajuste SINIEF 09/2005) (NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006).";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.551;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;1.551 - Compra de bem p/ o ativo imobilizado;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
1.552;1.000 - Entrada e/ou Aquisições de Serviços do Estado;1.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;1.552 - Transferência de bem do ativo imobilizado;Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
